OID,Year,LocationInfo,Longitude,Latitude,ShootingAngle
629516,2022,130391,113.3023479,23.09496377,0
629517,2022,130391,113.3023479,23.09496377,180
629518,2022,130391,113.3023479,23.09496377,270
629519,2022,130391,113.3023479,23.09496377,90
629520,2022,130397,113.3160741,23.0966287,0
629521,2022,130397,113.3160741,23.0966287,180
629522,2022,130397,113.3160741,23.0966287,270
629523,2022,130397,113.3160741,23.0966287,90
629524,2022,130401,113.3167031,23.09473473,0
629525,2022,130401,113.3167031,23.09473473,180
629526,2022,130401,113.3167031,23.09473473,270
629527,2022,130401,113.3167031,23.09473473,90
629528,2022,130549,113.2483471,23.09487844,0
629529,2022,130549,113.2483471,23.09487844,180
629530,2022,130549,113.2483471,23.09487844,270
629531,2022,130549,113.2483471,23.09487844,90
629532,2022,130550,113.2485714,23.09407374,0
629533,2022,130550,113.2485714,23.09407374,180
629534,2022,130550,113.2485714,23.09407374,270
629535,2022,130550,113.2485714,23.09407374,90
629536,2022,130551,113.2488662,23.09328916,0
629537,2022,130551,113.2488662,23.09328916,180
629538,2022,130551,113.2488662,23.09328916,270
629539,2022,130551,113.2488662,23.09328916,90
629540,2022,130616,113.3821124,23.0954843,0
629541,2022,130616,113.3821124,23.0954843,180
629542,2022,130616,113.3821124,23.0954843,270
629543,2022,130616,113.3821124,23.0954843,90
629544,2022,130642,113.4741949,23.0969885,0
629545,2022,130642,113.4741949,23.0969885,180
629546,2022,130642,113.4741949,23.0969885,270
629547,2022,130642,113.4741949,23.0969885,90
629548,2022,130734,113.2563224,23.09420912,0
629549,2022,130734,113.2563224,23.09420912,180
629550,2022,130734,113.2563224,23.09420912,270
629551,2022,130734,113.2563224,23.09420912,90
629552,2022,130737,113.2651195,23.09479175,0
629553,2022,130737,113.2651195,23.09479175,180
629554,2022,130737,113.2651195,23.09479175,270
629555,2022,130737,113.2651195,23.09479175,90
629556,2022,130766,113.2975707,23.09423427,0
629557,2022,130766,113.2975707,23.09423427,180
629558,2022,130766,113.2975707,23.09423427,270
629559,2022,130766,113.2975707,23.09423427,90
629560,2022,130894,113.2527337,23.09463115,0
629561,2022,130894,113.2527337,23.09463115,180
629562,2022,130894,113.2527337,23.09463115,270
629563,2022,130894,113.2527337,23.09463115,90
629564,2022,130983,113.4778021,23.09382295,0
629565,2022,130983,113.4778021,23.09382295,180
629566,2022,130983,113.4778021,23.09382295,270
629567,2022,130983,113.4778021,23.09382295,90
629568,2022,131121,113.2907798,23.09388033,0
629569,2022,131121,113.2907798,23.09388033,180
629570,2022,131121,113.2907798,23.09388033,270
629571,2022,131121,113.2907798,23.09388033,90
629572,2022,131175,113.4946092,23.08691755,0
629573,2022,131175,113.4946092,23.08691755,180
629574,2022,131175,113.4946092,23.08691755,270
629575,2022,131175,113.4946092,23.08691755,90
629576,2022,131211,113.257761,23.09359659,0
629577,2022,131211,113.257761,23.09359659,180
629578,2022,131211,113.257761,23.09359659,270
629579,2022,131211,113.257761,23.09359659,90
629580,2022,131216,113.2597543,23.09362582,0
629581,2022,131216,113.2597543,23.09362582,180
629582,2022,131216,113.2597543,23.09362582,270
629583,2022,131216,113.2597543,23.09362582,90
629584,2022,131221,113.2623907,23.0933495,0
629585,2022,131221,113.2623907,23.0933495,180
629586,2022,131221,113.2623907,23.0933495,270
629587,2022,131221,113.2623907,23.0933495,90
629588,2022,131245,113.2938723,23.09302662,0
629589,2022,131245,113.2938723,23.09302662,180
629590,2022,131245,113.2938723,23.09302662,270
629591,2022,131245,113.2938723,23.09302662,90
629592,2022,131249,113.3023021,23.09283412,0
629593,2022,131249,113.3023021,23.09283412,180
629594,2022,131249,113.3023021,23.09283412,270
629595,2022,131249,113.3023021,23.09283412,90
629596,2022,131250,113.3015498,23.09254301,0
629597,2022,131250,113.3015498,23.09254301,180
629598,2022,131250,113.3015498,23.09254301,270
629599,2022,131250,113.3015498,23.09254301,90
629600,2022,131251,113.3013675,23.09187997,0
629601,2022,131251,113.3013675,23.09187997,180
629602,2022,131251,113.3013675,23.09187997,270
629603,2022,131251,113.3013675,23.09187997,90
629604,2022,131252,113.3014904,23.09105691,0
629605,2022,131252,113.3014904,23.09105691,180
629606,2022,131252,113.3014904,23.09105691,270
629607,2022,131252,113.3014904,23.09105691,90
629608,2022,131253,113.3016104,23.09023348,0
629609,2022,131253,113.3016104,23.09023348,180
629610,2022,131253,113.3016104,23.09023348,270
629611,2022,131253,113.3016104,23.09023348,90
629612,2022,131258,113.3080117,23.09349451,0
629613,2022,131258,113.3080117,23.09349451,180
629614,2022,131258,113.3080117,23.09349451,270
629615,2022,131258,113.3080117,23.09349451,90
629616,2022,131259,113.3088816,23.09328695,0
629617,2022,131259,113.3088816,23.09328695,180
629618,2022,131259,113.3088816,23.09328695,270
629619,2022,131259,113.3088816,23.09328695,90
629620,2022,131260,113.3097322,23.09302668,0
629621,2022,131260,113.3097322,23.09302668,180
629622,2022,131260,113.3097322,23.09302668,270
629623,2022,131260,113.3097322,23.09302668,90
629624,2022,131272,113.3220241,23.09234369,0
629625,2022,131272,113.3220241,23.09234369,180
629626,2022,131272,113.3220241,23.09234369,270
629627,2022,131272,113.3220241,23.09234369,90
629628,2022,131275,113.3342416,23.09271373,0
629629,2022,131275,113.3342416,23.09271373,180
629630,2022,131275,113.3342416,23.09271373,270
629631,2022,131275,113.3342416,23.09271373,90
629632,2022,131383,113.2284874,23.09170748,0
629633,2022,131383,113.2284874,23.09170748,180
629634,2022,131383,113.2284874,23.09170748,270
629635,2022,131383,113.2284874,23.09170748,90
629636,2022,131422,113.3113478,23.09190493,0
629637,2022,131422,113.3113478,23.09190493,180
629638,2022,131422,113.3113478,23.09190493,270
629639,2022,131422,113.3113478,23.09190493,90
629640,2022,131425,113.3294682,23.09245618,0
629641,2022,131425,113.3294682,23.09245618,180
629642,2022,131425,113.3294682,23.09245618,270
629643,2022,131425,113.3294682,23.09245618,90
629644,2022,131427,113.3307355,23.09131548,0
629645,2022,131427,113.3307355,23.09131548,180
629646,2022,131427,113.3307355,23.09131548,270
629647,2022,131427,113.3307355,23.09131548,90
629648,2022,131428,113.331308,23.09067523,0
629649,2022,131428,113.331308,23.09067523,180
629650,2022,131428,113.331308,23.09067523,270
629651,2022,131428,113.331308,23.09067523,90
629652,2022,131434,113.3332651,23.0920359,0
629653,2022,131434,113.3332651,23.0920359,180
629654,2022,131434,113.3332651,23.0920359,270
629655,2022,131434,113.3332651,23.0920359,90
629656,2022,131436,113.3324042,23.0905959,0
629657,2022,131436,113.3324042,23.0905959,180
629658,2022,131436,113.3324042,23.0905959,270
629659,2022,131436,113.3324042,23.0905959,90
629660,2022,131449,113.3553875,23.09141263,0
629661,2022,131449,113.3553875,23.09141263,180
629662,2022,131449,113.3553875,23.09141263,270
629663,2022,131449,113.3553875,23.09141263,90
629664,2022,131569,113.2809848,23.09110301,0
629665,2022,131569,113.2809848,23.09110301,180
629666,2022,131569,113.2809848,23.09110301,270
629667,2022,131569,113.2809848,23.09110301,90
629668,2022,131582,113.3125052,23.09129738,0
629669,2022,131582,113.3125052,23.09129738,180
629670,2022,131582,113.3125052,23.09129738,270
629671,2022,131582,113.3125052,23.09129738,90
629672,2022,131583,113.3132868,23.09088813,0
629673,2022,131583,113.3132868,23.09088813,180
629674,2022,131583,113.3132868,23.09088813,270
629675,2022,131583,113.3132868,23.09088813,90
629676,2022,131586,113.3190338,23.09162023,0
629677,2022,131586,113.3190338,23.09162023,180
629678,2022,131586,113.3190338,23.09162023,270
629679,2022,131586,113.3190338,23.09162023,90
629680,2022,131665,113.2538531,23.09018629,0
629681,2022,131665,113.2538531,23.09018629,180
629682,2022,131665,113.2538531,23.09018629,270
629683,2022,131665,113.2538531,23.09018629,90
629684,2022,131669,113.2707849,23.08954456,0
629685,2022,131669,113.2707849,23.08954456,180
629686,2022,131669,113.2707849,23.08954456,270
629687,2022,131669,113.2707849,23.08954456,90
629688,2022,131683,113.2809544,23.09107918,0
629689,2022,131683,113.2809544,23.09107918,180
629690,2022,131683,113.2809544,23.09107918,270
629691,2022,131683,113.2809544,23.09107918,90
629692,2022,131796,113.2606545,23.08961402,0
629693,2022,131796,113.2606545,23.08961402,180
629694,2022,131796,113.2606545,23.08961402,270
629695,2022,131796,113.2606545,23.08961402,90
629696,2022,131817,113.3019464,23.08917539,0
629697,2022,131817,113.3019464,23.08917539,180
629698,2022,131817,113.3019464,23.08917539,270
629699,2022,131817,113.3019464,23.08917539,90
629700,2022,131820,113.3137227,23.08932312,0
629701,2022,131820,113.3137227,23.08932312,180
629702,2022,131820,113.3137227,23.08932312,270
629703,2022,131820,113.3137227,23.08932312,90
629704,2022,131828,113.3329323,23.08982457,0
629705,2022,131828,113.3329323,23.08982457,180
629706,2022,131828,113.3329323,23.08982457,270
629707,2022,131828,113.3329323,23.08982457,90
629708,2022,131829,113.3338035,23.08944601,0
629709,2022,131829,113.3338035,23.08944601,180
629710,2022,131829,113.3338035,23.08944601,270
629711,2022,131829,113.3338035,23.08944601,90
629712,2022,131986,113.2337961,23.08837606,0
629713,2022,131986,113.2337961,23.08837606,180
629714,2022,131986,113.2337961,23.08837606,270
629715,2022,131986,113.2337961,23.08837606,90
629716,2022,131988,113.2336269,23.08672137,0
629717,2022,131988,113.2336269,23.08672137,180
629718,2022,131988,113.2336269,23.08672137,270
629719,2022,131988,113.2336269,23.08672137,90
629720,2022,132003,113.2667643,23.08785432,0
629721,2022,132003,113.2667643,23.08785432,180
629722,2022,132003,113.2667643,23.08785432,270
629723,2022,132003,113.2667643,23.08785432,90
629724,2022,132012,113.2852895,23.08889348,0
629725,2022,132012,113.2852895,23.08889348,180
629726,2022,132012,113.2852895,23.08889348,270
629727,2022,132012,113.2852895,23.08889348,90
629728,2022,132013,113.2856891,23.08815752,0
629729,2022,132013,113.2856891,23.08815752,180
629730,2022,132013,113.2856891,23.08815752,270
629731,2022,132013,113.2856891,23.08815752,90
629732,2022,132015,113.2842512,23.08733688,0
629733,2022,132015,113.2842512,23.08733688,180
629734,2022,132015,113.2842512,23.08733688,270
629735,2022,132015,113.2842512,23.08733688,90
629736,2022,132041,113.3503291,23.08918539,0
629737,2022,132041,113.3503291,23.08918539,180
629738,2022,132041,113.3503291,23.08918539,270
629739,2022,132041,113.3503291,23.08918539,90
629740,2022,132093,113.4809097,23.08814674,0
629741,2022,132093,113.4809097,23.08814674,180
629742,2022,132093,113.4809097,23.08814674,270
629743,2022,132093,113.4809097,23.08814674,90
629744,2022,132199,113.3235723,23.08688175,0
629745,2022,132199,113.3235723,23.08688175,180
629746,2022,132199,113.3235723,23.08688175,270
629747,2022,132199,113.3235723,23.08688175,90
629748,2022,132279,113.2573135,23.08700889,0
629749,2022,132279,113.2573135,23.08700889,180
629750,2022,132279,113.2573135,23.08700889,270
629751,2022,132279,113.2573135,23.08700889,90
629752,2022,132318,113.3298784,23.08774176,0
629753,2022,132318,113.3298784,23.08774176,180
629754,2022,132318,113.3298784,23.08774176,270
629755,2022,132318,113.3298784,23.08774176,90
629756,2022,132320,113.3317591,23.08741538,0
629757,2022,132320,113.3317591,23.08741538,180
629758,2022,132320,113.3317591,23.08741538,270
629759,2022,132320,113.3317591,23.08741538,90
629760,2022,132409,113.2731215,23.08611516,0
629761,2022,132409,113.2731215,23.08611516,180
629762,2022,132409,113.2731215,23.08611516,270
629763,2022,132409,113.2731215,23.08611516,90
629764,2022,132548,113.2242653,23.08506837,0
629765,2022,132548,113.2242653,23.08506837,180
629766,2022,132548,113.2242653,23.08506837,270
629767,2022,132548,113.2242653,23.08506837,90
629768,2022,132566,113.264194,23.08536954,0
629769,2022,132566,113.264194,23.08536954,180
629770,2022,132566,113.264194,23.08536954,270
629771,2022,132566,113.264194,23.08536954,90
629772,2022,132575,113.2854339,23.08561747,0
629773,2022,132575,113.2854339,23.08561747,180
629774,2022,132575,113.2854339,23.08561747,270
629775,2022,132575,113.2854339,23.08561747,90
629776,2022,132591,113.313923,23.08459562,0
629777,2022,132591,113.313923,23.08459562,180
629778,2022,132591,113.313923,23.08459562,270
629779,2022,132591,113.313923,23.08459562,90
629780,2022,132732,113.2202487,23.08322177,0
629781,2022,132732,113.2202487,23.08322177,180
629782,2022,132732,113.2202487,23.08322177,270
629783,2022,132732,113.2202487,23.08322177,90
629784,2022,132741,113.228827,23.08456329,0
629785,2022,132741,113.228827,23.08456329,180
629786,2022,132741,113.228827,23.08456329,270
629787,2022,132741,113.228827,23.08456329,90
629788,2022,132757,113.2389004,23.08455994,0
629789,2022,132757,113.2389004,23.08455994,180
629790,2022,132757,113.2389004,23.08455994,270
629791,2022,132757,113.2389004,23.08455994,90
629792,2022,132768,113.2628199,23.08428529,0
629793,2022,132768,113.2628199,23.08428529,180
629794,2022,132768,113.2628199,23.08428529,270
629795,2022,132768,113.2628199,23.08428529,90
629796,2022,132772,113.2671288,23.08453489,0
629797,2022,132772,113.2671288,23.08453489,180
629798,2022,132772,113.2671288,23.08453489,270
629799,2022,132772,113.2671288,23.08453489,90
629800,2022,132775,113.2706627,23.0850451,0
629801,2022,132775,113.2706627,23.0850451,180
629802,2022,132775,113.2706627,23.0850451,270
629803,2022,132775,113.2706627,23.0850451,90
629804,2022,132777,113.2724375,23.08530331,0
629805,2022,132777,113.2724375,23.08530331,180
629806,2022,132777,113.2724375,23.08530331,270
629807,2022,132777,113.2724375,23.08530331,90
629808,2022,132794,113.2945968,23.08469253,0
629809,2022,132794,113.2945968,23.08469253,180
629810,2022,132794,113.2945968,23.08469253,270
629811,2022,132794,113.2945968,23.08469253,90
629812,2022,132805,113.2983972,23.08468191,0
629813,2022,132805,113.2983972,23.08468191,180
629814,2022,132805,113.2983972,23.08468191,270
629815,2022,132805,113.2983972,23.08468191,90
629816,2022,132810,113.3052245,23.08502172,0
629817,2022,132810,113.3052245,23.08502172,180
629818,2022,132810,113.3052245,23.08502172,270
629819,2022,132810,113.3052245,23.08502172,90
629820,2022,132814,113.3030501,23.08477506,0
629821,2022,132814,113.3030501,23.08477506,180
629822,2022,132814,113.3030501,23.08477506,270
629823,2022,132814,113.3030501,23.08477506,90
629824,2022,132826,113.33397,23.085329,0
629825,2022,132826,113.33397,23.085329,180
629826,2022,132826,113.33397,23.085329,270
629827,2022,132826,113.33397,23.085329,90
629828,2022,132827,113.3348641,23.08529567,0
629829,2022,132827,113.3348641,23.08529567,180
629830,2022,132827,113.3348641,23.08529567,270
629831,2022,132827,113.3348641,23.08529567,90
629832,2022,133085,113.2271358,23.08266787,0
629833,2022,133085,113.2271358,23.08266787,180
629834,2022,133085,113.2271358,23.08266787,270
629835,2022,133085,113.2271358,23.08266787,90
629836,2022,133097,113.2638014,23.08351012,0
629837,2022,133097,113.2638014,23.08351012,180
629838,2022,133097,113.2638014,23.08351012,270
629839,2022,133097,113.2638014,23.08351012,90
629840,2022,133295,113.2628746,23.08121354,0
629841,2022,133295,113.2628746,23.08121354,180
629842,2022,133295,113.2628746,23.08121354,270
629843,2022,133295,113.2628746,23.08121354,90
629844,2022,133308,113.2787235,23.08039508,0
629845,2022,133308,113.2787235,23.08039508,180
629846,2022,133308,113.2787235,23.08039508,270
629847,2022,133308,113.2787235,23.08039508,90
629848,2022,133450,113.2395987,23.0811723,0
629849,2022,133450,113.2395987,23.0811723,180
629850,2022,133450,113.2395987,23.0811723,270
629851,2022,133450,113.2395987,23.0811723,90
629852,2022,133567,113.2347219,23.08015163,0
629853,2022,133567,113.2347219,23.08015163,180
629854,2022,133567,113.2347219,23.08015163,270
629855,2022,133567,113.2347219,23.08015163,90
629856,2022,133569,113.2340897,23.07861493,0
629857,2022,133569,113.2340897,23.07861493,180
629858,2022,133569,113.2340897,23.07861493,270
629859,2022,133569,113.2340897,23.07861493,90
629860,2022,133756,113.2921865,23.07994503,0
629861,2022,133756,113.2921865,23.07994503,180
629862,2022,133756,113.2921865,23.07994503,270
629863,2022,133756,113.2921865,23.07994503,90
629864,2022,133984,113.2689118,23.07848405,0
629865,2022,133984,113.2689118,23.07848405,180
629866,2022,133984,113.2689118,23.07848405,270
629867,2022,133984,113.2689118,23.07848405,90
629868,2022,133990,113.2868033,23.07853452,0
629869,2022,133990,113.2868033,23.07853452,180
629870,2022,133990,113.2868033,23.07853452,270
629871,2022,133990,113.2868033,23.07853452,90
629872,2022,133992,113.2921824,23.07948869,0
629873,2022,133992,113.2921824,23.07948869,180
629874,2022,133992,113.2921824,23.07948869,270
629875,2022,133992,113.2921824,23.07948869,90
629876,2022,134068,113.1975356,23.07764642,0
629877,2022,134068,113.1975356,23.07764642,180
629878,2022,134068,113.1975356,23.07764642,270
629879,2022,134068,113.1975356,23.07764642,90
629880,2022,134091,113.2408165,23.07771199,0
629881,2022,134091,113.2408165,23.07771199,180
629882,2022,134091,113.2408165,23.07771199,270
629883,2022,134091,113.2408165,23.07771199,90
629884,2022,134116,113.2921124,23.07714312,0
629885,2022,134116,113.2921124,23.07714312,180
629886,2022,134116,113.2921124,23.07714312,270
629887,2022,134116,113.2921124,23.07714312,90
629888,2022,134212,113.2041875,23.07731917,0
629889,2022,134212,113.2041875,23.07731917,180
629890,2022,134212,113.2041875,23.07731917,270
629891,2022,134212,113.2041875,23.07731917,90
629892,2022,134240,113.2641937,23.07493849,0
629893,2022,134240,113.2641937,23.07493849,180
629894,2022,134240,113.2641937,23.07493849,270
629895,2022,134240,113.2641937,23.07493849,90
629896,2022,134242,113.2639419,23.07723584,0
629897,2022,134242,113.2639419,23.07723584,180
629898,2022,134242,113.2639419,23.07723584,270
629899,2022,134242,113.2639419,23.07723584,90
629900,2022,134261,113.2784784,23.07702356,0
629901,2022,134261,113.2784784,23.07702356,180
629902,2022,134261,113.2784784,23.07702356,270
629903,2022,134261,113.2784784,23.07702356,90
629904,2022,134265,113.2890752,23.07584333,0
629905,2022,134265,113.2890752,23.07584333,180
629906,2022,134265,113.2890752,23.07584333,270
629907,2022,134265,113.2890752,23.07584333,90
629908,2022,134516,113.1897247,23.07456039,0
629909,2022,134516,113.1897247,23.07456039,180
629910,2022,134516,113.1897247,23.07456039,270
629911,2022,134516,113.1897247,23.07456039,90
629912,2022,134518,113.1904211,23.07564756,0
629913,2022,134518,113.1904211,23.07564756,180
629914,2022,134518,113.1904211,23.07564756,270
629915,2022,134518,113.1904211,23.07564756,90
629916,2022,134519,113.1902148,23.07484129,0
629917,2022,134519,113.1902148,23.07484129,180
629918,2022,134519,113.1902148,23.07484129,270
629919,2022,134519,113.1902148,23.07484129,90
629920,2022,134580,113.2694134,23.07563998,0
629921,2022,134580,113.2694134,23.07563998,180
629922,2022,134580,113.2694134,23.07563998,270
629923,2022,134580,113.2694134,23.07563998,90
629924,2022,134588,113.2852503,23.07543731,0
629925,2022,134588,113.2852503,23.07543731,180
629926,2022,134588,113.2852503,23.07543731,270
629927,2022,134588,113.2852503,23.07543731,90
629928,2022,135069,113.1777177,23.07368274,0
629929,2022,135069,113.1777177,23.07368274,180
629930,2022,135069,113.1777177,23.07368274,270
629931,2022,135069,113.1777177,23.07368274,90
629932,2022,135096,113.2317452,23.0725536,0
629933,2022,135096,113.2317452,23.0725536,180
629934,2022,135096,113.2317452,23.0725536,270
629935,2022,135096,113.2317452,23.0725536,90
629936,2022,135129,113.2980473,23.07338724,0
629937,2022,135129,113.2980473,23.07338724,180
629938,2022,135129,113.2980473,23.07338724,270
629939,2022,135129,113.2980473,23.07338724,90
629940,2022,135286,113.2643631,23.07155695,0
629941,2022,135286,113.2643631,23.07155695,180
629942,2022,135286,113.2643631,23.07155695,270
629943,2022,135286,113.2643631,23.07155695,90
629944,2022,135297,113.2812069,23.0726286,0
629945,2022,135297,113.2812069,23.0726286,180
629946,2022,135297,113.2812069,23.0726286,270
629947,2022,135297,113.2812069,23.0726286,90
629948,2022,135319,113.309241,23.07179919,0
629949,2022,135319,113.309241,23.07179919,180
629950,2022,135319,113.309241,23.07179919,270
629951,2022,135319,113.309241,23.07179919,90
629952,2022,135320,113.3098043,23.07115195,0
629953,2022,135320,113.3098043,23.07115195,180
629954,2022,135320,113.3098043,23.07115195,270
629955,2022,135320,113.3098043,23.07115195,90
629956,2022,135404,113.1921753,23.07177993,0
629957,2022,135404,113.1921753,23.07177993,180
629958,2022,135404,113.1921753,23.07177993,270
629959,2022,135404,113.1921753,23.07177993,90
629960,2022,135453,113.298205,23.07140889,0
629961,2022,135453,113.298205,23.07140889,180
629962,2022,135453,113.298205,23.07140889,270
629963,2022,135453,113.298205,23.07140889,90
629964,2022,135454,113.2991016,23.07135746,0
629965,2022,135454,113.2991016,23.07135746,180
629966,2022,135454,113.2991016,23.07135746,270
629967,2022,135454,113.2991016,23.07135746,90
629968,2022,135455,113.2999982,23.07130604,0
629969,2022,135455,113.2999982,23.07130604,180
629970,2022,135455,113.2999982,23.07130604,270
629971,2022,135455,113.2999982,23.07130604,90
629972,2022,135470,113.345718,23.07003466,0
629973,2022,135470,113.345718,23.07003466,180
629974,2022,135470,113.345718,23.07003466,270
629975,2022,135470,113.345718,23.07003466,90
629976,2022,135623,113.2709346,23.07087302,0
629977,2022,135623,113.2709346,23.07087302,180
629978,2022,135623,113.2709346,23.07087302,270
629979,2022,135623,113.2709346,23.07087302,90
629980,2022,135636,113.2864906,23.06979607,0
629981,2022,135636,113.2864906,23.06979607,180
629982,2022,135636,113.2864906,23.06979607,270
629983,2022,135636,113.2864906,23.06979607,90
629984,2022,135638,113.2878579,23.07020293,0
629985,2022,135638,113.2878579,23.07020293,180
629986,2022,135638,113.2878579,23.07020293,270
629987,2022,135638,113.2878579,23.07020293,90
629988,2022,136189,113.2771685,23.06836118,0
629989,2022,136189,113.2771685,23.06836118,180
629990,2022,136189,113.2771685,23.06836118,270
629991,2022,136189,113.2771685,23.06836118,90
629992,2022,136190,113.2781132,23.06757448,0
629993,2022,136190,113.2781132,23.06757448,180
629994,2022,136190,113.2781132,23.06757448,270
629995,2022,136190,113.2781132,23.06757448,90
629996,2022,136191,113.2787612,23.06699883,0
629997,2022,136191,113.2787612,23.06699883,180
629998,2022,136191,113.2787612,23.06699883,270
629999,2022,136191,113.2787612,23.06699883,90
630000,2022,136491,113.2107034,23.06667352,0
630001,2022,136491,113.2107034,23.06667352,180
630002,2022,136491,113.2107034,23.06667352,270
630003,2022,136491,113.2107034,23.06667352,90
630004,2022,136542,113.3107119,23.06582442,0
630005,2022,136542,113.3107119,23.06582442,180
630006,2022,136542,113.3107119,23.06582442,270
630007,2022,136542,113.3107119,23.06582442,90
630008,2022,136780,113.2008783,23.06563906,0
630009,2022,136780,113.2008783,23.06563906,180
630010,2022,136780,113.2008783,23.06563906,270
630011,2022,136780,113.2008783,23.06563906,90
630012,2022,136807,113.2473331,23.06507774,0
630013,2022,136807,113.2473331,23.06507774,180
630014,2022,136807,113.2473331,23.06507774,270
630015,2022,136807,113.2473331,23.06507774,90
630016,2022,136992,113.1991088,23.06411689,0
630017,2022,136992,113.1991088,23.06411689,180
630018,2022,136992,113.1991088,23.06411689,270
630019,2022,136992,113.1991088,23.06411689,90
630020,2022,136993,113.1998167,23.06360514,0
630021,2022,136993,113.1998167,23.06360514,180
630022,2022,136993,113.1998167,23.06360514,270
630023,2022,136993,113.1998167,23.06360514,90
630024,2022,137011,113.2093047,23.06376429,0
630025,2022,137011,113.2093047,23.06376429,180
630026,2022,137011,113.2093047,23.06376429,270
630027,2022,137011,113.2093047,23.06376429,90
630028,2022,137033,113.2335649,23.0641709,0
630029,2022,137033,113.2335649,23.0641709,180
630030,2022,137033,113.2335649,23.0641709,270
630031,2022,137033,113.2335649,23.0641709,90
630032,2022,137036,113.2360422,23.06412617,0
630033,2022,137036,113.2360422,23.06412617,180
630034,2022,137036,113.2360422,23.06412617,270
630035,2022,137036,113.2360422,23.06412617,90
630036,2022,137054,113.2464213,23.06368627,0
630037,2022,137054,113.2464213,23.06368627,180
630038,2022,137054,113.2464213,23.06368627,270
630039,2022,137054,113.2464213,23.06368627,90
630040,2022,137378,113.211569,23.06084068,0
630041,2022,137378,113.211569,23.06084068,180
630042,2022,137378,113.211569,23.06084068,270
630043,2022,137378,113.211569,23.06084068,90
630044,2022,137668,113.2037088,23.06008617,0
630045,2022,137668,113.2037088,23.06008617,180
630046,2022,137668,113.2037088,23.06008617,270
630047,2022,137668,113.2037088,23.06008617,90
630048,2022,137670,113.2045235,23.05860626,0
630049,2022,137670,113.2045235,23.05860626,180
630050,2022,137670,113.2045235,23.05860626,270
630051,2022,137670,113.2045235,23.05860626,90
630052,2022,137791,113.2120863,23.05900378,0
630053,2022,137791,113.2120863,23.05900378,180
630054,2022,137791,113.2120863,23.05900378,270
630055,2022,137791,113.2120863,23.05900378,90
630056,2022,137902,113.2123471,23.05818682,0
630057,2022,137902,113.2123471,23.05818682,180
630058,2022,137902,113.2123471,23.05818682,270
630059,2022,137902,113.2123471,23.05818682,90
630060,2022,137904,113.212941,23.05663048,0
630061,2022,137904,113.212941,23.05663048,180
630062,2022,137904,113.212941,23.05663048,270
630063,2022,137904,113.212941,23.05663048,90
630064,2022,138060,113.2097616,23.05811099,0
630065,2022,138060,113.2097616,23.05811099,180
630066,2022,138060,113.2097616,23.05811099,270
630067,2022,138060,113.2097616,23.05811099,90
630068,2022,138075,113.2432669,23.05868145,0
630069,2022,138075,113.2432669,23.05868145,180
630070,2022,138075,113.2432669,23.05868145,270
630071,2022,138075,113.2432669,23.05868145,90
630072,2022,138078,113.2459618,23.05868136,0
630073,2022,138078,113.2459618,23.05868136,180
630074,2022,138078,113.2459618,23.05868136,270
630075,2022,138078,113.2459618,23.05868136,90
630076,2022,138802,113.2142288,23.05407092,0
630077,2022,138802,113.2142288,23.05407092,180
630078,2022,138802,113.2142288,23.05407092,270
630079,2022,138802,113.2142288,23.05407092,90
630080,2022,139117,113.2663315,23.05162643,0
630081,2022,139117,113.2663315,23.05162643,180
630082,2022,139117,113.2663315,23.05162643,270
630083,2022,139117,113.2663315,23.05162643,90
630084,2022,139507,113.425798,23.05082701,0
630085,2022,139507,113.425798,23.05082701,180
630086,2022,139507,113.425798,23.05082701,270
630087,2022,139507,113.425798,23.05082701,90
630088,2022,139684,113.2176985,23.04894005,0
630089,2022,139684,113.2176985,23.04894005,180
630090,2022,139684,113.2176985,23.04894005,270
630091,2022,139684,113.2176985,23.04894005,90
630092,2022,139685,113.2185947,23.0489491,0
630093,2022,139685,113.2185947,23.0489491,180
630094,2022,139685,113.2185947,23.0489491,270
630095,2022,139685,113.2185947,23.0489491,90
630096,2022,139686,113.2194889,23.04902892,0
630097,2022,139686,113.2194889,23.04902892,180
630098,2022,139686,113.2194889,23.04902892,270
630099,2022,139686,113.2194889,23.04902892,90
630100,2022,139721,113.2727502,23.04894769,0
630101,2022,139721,113.2727502,23.04894769,180
630102,2022,139721,113.2727502,23.04894769,270
630103,2022,139721,113.2727502,23.04894769,90
630104,2022,139917,113.3011111,23.04810139,0
630105,2022,139917,113.3011111,23.04810139,180
630106,2022,139917,113.3011111,23.04810139,270
630107,2022,139917,113.3011111,23.04810139,90
630108,2022,140077,113.2706385,23.04696859,0
630109,2022,140077,113.2706385,23.04696859,180
630110,2022,140077,113.2706385,23.04696859,270
630111,2022,140077,113.2706385,23.04696859,90
630112,2022,140078,113.270181,23.04625316,0
630113,2022,140078,113.270181,23.04625316,180
630114,2022,140078,113.270181,23.04625316,270
630115,2022,140078,113.270181,23.04625316,90
630116,2022,140101,113.2924386,23.04723077,0
630117,2022,140101,113.2924386,23.04723077,180
630118,2022,140101,113.2924386,23.04723077,270
630119,2022,140101,113.2924386,23.04723077,90
630120,2022,140102,113.293186,23.04676975,0
630121,2022,140102,113.293186,23.04676975,180
630122,2022,140102,113.293186,23.04676975,270
630123,2022,140102,113.293186,23.04676975,90
630124,2022,140103,113.2945937,23.04738758,0
